Poster,No_Bedroom,Area,Apartment_Type,Furniture_Type,Price,Latitude,Longitude
môi giới,2.0,81.0,chung cư thường,full cao cấp,13.0,21.0141788,105.7775527
môi giới,2.0,70.0,chung cư thường,full,10.0,21.0120283,105.7923126
môi giới,2.0,90.0,chung cư thường,full,10.0,21.0321524,105.7931089
môi giới,2.0,70.0,chung cư thường,full,11.5,21.0181378,105.7932507
môi giới,2.0,81.0,chung cư thường,cơ bản,9.0,20.9996153,105.8081224
môi giới,2.0,70.0,chung cư thường,cơ bản,7.5,21.0099881,105.8046452
môi giới,2.0,85.0,chung cư thường,full,10.0,21.0165579,105.788647
môi giới,2.0,80.0,chung cư thường,unk,7.0,21.0042496,105.8033839
môi giới,2.0,80.0,chung cư thường,cơ bản,7.0,21.0344536,105.7658695
môi giới,2.0,70.0,chung cư thường,full,8.5,21.0221606,105.771796
môi giới,3.0,127.0,chung cư thường,full,16.0,21.0141788,105.7775527
môi giới,2.0,66.0,chung cư thường,cơ bản,10.0,20.9973921,105.804033
môi giới,3.0,116.0,chung cư thường,cơ bản,13.0,20.9973921,105.804033
cá nhân,2.0,100.0,chung cư thường,full,9.0,21.0232492,105.7899901
môi giới,1.0,30.0,chung cư thường,full,6.0,21.0256765,105.8617969
môi giới,2.0,83.0,chung cư thường,full,15.0,21.0779881,105.7869086
môi giới,2.0,80.0,chung cư thường,full,15.0,21.0779881,105.7869086
môi giới,1.0,35.0,chung cư thường,full,7.5,21.0390733,105.8185078
cá nhân,3.0,140.0,chung cư thường,unk,10.0,21.0347417,105.7946177
môi giới,2.0,86.0,chung cư thường,full,10.0,21.0852602,105.816961
môi giới,2.0,68.0,chung cư thường,cơ bản,7.5,21.0586359,105.7831992
môi giới,3.0,117.0,chung cư thường,full,15.5,21.0032299,105.7786142
môi giới,1.0,30.0,chung cư thường,unk,6.0,20.9973443,105.7875688
môi giới,3.0,117.0,chung cư thường,cơ bản,13.5,21.0032299,105.7786142
môi giới,2.0,108.0,chung cư thường,full,10.0,21.0181378,105.7932507
cá nhân,3.0,85.0,chung cư thường,unk,9.0,20.9829788,105.8349562
môi giới,1.0,60.0,chung cư thường,full,10.5,21.063591,105.8260436
môi giới,1.0,30.0,chung cư mini,full,5.5,21.005662,105.851676
môi giới,1.0,25.0,chung cư thường,full,4.0,21.005662,105.851676
môi giới,1.0,23.0,chung cư mini,full,4.0,21.0003958,105.8561853
môi giới,1.0,50.0,chung cư thường,full,7.0,21.0138567,105.8543244
môi giới,2.0,60.0,chung cư thường,unk,13.0,21.034394,105.8316752
môi giới,1.0,20.0,chung cư thường,full,3.5,21.0138567,105.8543244
môi giới,1.0,45.0,chung cư thường,full,9.0,21.0233723,105.8440965
môi giới,1.0,40.0,chung cư thường,unk,8.5,21.022761,105.8488547
môi giới,1.0,27.0,chung cư mini,unk,3.5,21.0099705,105.8311716
môi giới,1.0,45.0,chung cư thường,unk,11.0,21.0639497,105.8284547
môi giới,2.0,60.0,chung cư thường,full,11.0,21.0085532,105.8500157
môi giới,2.0,55.0,chung cư thường,unk,10.0,21.0106784,105.8601873
môi giới,1.0,25.0,chung cư mini,full,3.5,21.0189663,105.8517593
môi giới,1.0,45.0,chung cư thường,full,11.0,21.0639497,105.8284547
môi giới,1.0,30.0,chung cư thường,unk,7.5,21.0314597,105.8226568
môi giới,1.0,35.0,chung cư thường,unk,7.5,21.0323732,105.8095708
môi giới,3.0,100.0,chung cư thường,cơ bản,11.0,21.0232492,105.7899901
môi giới,1.0,45.0,chung cư thường,unk,6.5,21.0462783,105.7955725
môi giới,1.0,35.0,chung cư thường,unk,7.5,21.0314597,105.8226568
môi giới,2.0,50.0,chung cư thường,full,11.0,21.0105633,105.7994223
môi giới,2.0,60.0,chung cư thường,full,10.0,21.0349188,105.7643975
môi giới,2.0,65.0,chung cư thường,unk,7.5,21.0171556,105.7881496
môi giới,3.0,106.0,chung cư thường,cơ bản,8.0,21.0344536,105.7658695
môi giới,2.0,65.0,chung cư thường,unk,6.5,21.0120283,105.7923126
môi giới,2.0,70.0,chung cư thường,full,10.0,21.0165579,105.788647
môi giới,2.0,70.0,chung cư thường,cơ bản,7.0,21.0120283,105.7923126
cá nhân,1.0,30.0,chung cư thường,unk,3.0,21.0232671,105.7946587
cá nhân,1.0,30.0,chung cư mini,unk,4.3,21.0364824,105.7788355
môi giới,1.0,53.0,chung cư thường,full,9.0,20.9972755,105.8671037
môi giới,2.0,72.0,chung cư thường,full,8.0,20.9973921,105.804033
môi giới,2.0,85.0,chung cư thường,full,9.0,21.0181378,105.7932507
môi giới,4.0,123.0,chung cư thường,full,12.0,21.0344536,105.7658695
môi giới,3.0,105.0,chung cư thường,unk,12.0,21.0232492,105.7899901
môi giới,2.0,75.0,chung cư thường,cơ bản,9.8,21.0181378,105.7932507
môi giới,2.0,90.0,chung cư thường,full,10.0,21.0344536,105.7658695
môi giới,2.0,80.0,chung cư thường,cơ bản,9.0,21.0586359,105.7831992
môi giới,2.0,70.0,chung cư thường,unk,8.0,21.0171556,105.7881496
môi giới,2.0,66.0,chung cư thường,unk,11.0,21.0042496,105.8033839
môi giới,2.0,75.0,chung cư thường,full cao cấp,8.0,21.0344536,105.7658695
môi giới,3.0,105.0,chung cư thường,unk,12.0,21.0232492,105.7899901
môi giới,3.0,119.0,chung cư thường,full,10.0,20.989171,105.7835348
môi giới,2.0,60.0,chung cư mini,full,7.5,21.0329591,105.8313638
môi giới,2.0,80.0,chung cư thường,unk,7.5,20.9836299,105.8550986
môi giới,1.0,30.0,chung cư studio,full,6.0,21.0225776,105.8318544
môi giới,1.0,40.0,chung cư studio,full,5.0,21.0551598,105.8366993
môi giới,2.0,80.0,chung cư thường,full,8.0,21.0174168,105.7820991
môi giới,2.0,70.0,chung cư thường,unk,10.0,21.0333694,105.7697198
môi giới,3.0,75.0,chung cư thường,full,12.0,21.0180002,105.7821755
môi giới,2.0,60.0,chung cư thường,unk,8.0,21.017032,105.7982605
môi giới,2.0,70.0,chung cư thường,unk,9.0,21.0300425,105.7895929
môi giới,2.0,70.0,chung cư thường,full,7.0,21.0306461,105.7692892
môi giới,2.0,65.0,chung cư thường,full,11.0,21.0180002,105.7821755
môi giới,2.0,70.0,chung cư thường,unk,7.5,21.0053418,105.8045546
môi giới,1.0,58.0,chung cư thường,full,7.0,21.0158528,105.7977022
môi giới,3.0,120.0,chung cư thường,full,9.0,21.0306461,105.7692892
môi giới,3.0,110.0,chung cư thường,unk,10.0,21.038031,105.7949789
môi giới,3.0,102.0,chung cư thường,unk,8.0,21.0306461,105.7692892
môi giới,2.0,70.0,chung cư thường,unk,8.5,21.0099881,105.8046452
môi giới,3.0,97.0,chung cư thường,full,13.0,21.0333694,105.7697198
môi giới,3.0,100.0,chung cư thường,unk,10.0,21.0387273,105.7709706
môi giới,2.0,74.0,chung cư thường,full,8.5,20.9973443,105.7875688
môi giới,2.0,70.0,chung cư thường,full,9.0,21.0049801,105.7929057
môi giới,2.0,50.0,chung cư thường,unk,10.0,21.0180002,105.7821755
môi giới,2.0,80.0,chung cư thường,full,10.0,21.0099881,105.8046452
môi giới,2.0,96.0,chung cư thường,unk,9.0,21.0049801,105.7929057
môi giới,2.0,60.0,chung cư thường,full,11.0,21.0462783,105.7955725
môi giới,2.0,55.0,chung cư thường,unk,10.0,21.0344536,105.7658695
môi giới,2.0,65.0,chung cư thường,unk,8.0,21.017032,105.7982605
môi giới,2.0,85.0,chung cư thường,unk,7.0,21.0344536,105.7658695
môi giới,2.0,80.0,chung cư thường,unk,7.0,21.0344536,105.7658695
môi giới,2.0,80.0,chung cư thường,unk,8.0,21.0085362,105.8132116
môi giới,2.0,70.0,chung cư thường,unk,6.5,21.0344536,105.7658695
môi giới,2.0,75.0,chung cư thường,full,9.0,21.0120283,105.7923126
môi giới,2.0,61.0,chung cư thường,full,7.0,21.0462329,105.7902764
môi giới,3.0,115.0,chung cư thường,unk,10.5,21.0306461,105.7692892
môi giới,2.0,80.0,chung cư thường,unk,7.0,21.0333475,105.7698529
môi giới,2.0,91.0,chung cư thường,unk,8.5,21.036819,105.7808467
môi giới,2.0,60.0,chung cư thường,full,10.0,21.0481244,105.919172
môi giới,3.0,100.0,chung cư thường,full cao cấp,13.0,21.060586,105.909712
môi giới,2.0,60.0,chung cư thường,full,11.0,21.0481244,105.919172
môi giới,2.0,70.0,chung cư thường,full,10.0,21.0481244,105.919172
môi giới,2.0,65.0,chung cư thường,cơ bản,9.0,21.0481244,105.919172
môi giới,2.0,70.0,chung cư thường,cơ bản,6.0,21.0435239,105.9068002
môi giới,3.0,153.0,chung cư thường,unk,10.0,21.0306461,105.7692892
cá nhân,2.0,50.0,chung cư mini,unk,4.5,21.0165204,105.8101026
cá nhân,2.0,50.0,chung cư mini,unk,5.0,21.016185,105.8102708
môi giới,3.0,113.0,chung cư thường,full cao cấp,6.5,21.07043,105.8091699
môi giới,3.0,103.0,chung cư thường,full cao cấp,8.0,21.07043,105.8091699
môi giới,2.0,86.0,chung cư thường,unk,6.5,21.0344536,105.7658695
môi giới,2.0,60.0,chung cư thường,full cao cấp,6.8,21.0180002,105.7821755
môi giới,3.0,115.0,chung cư thường,unk,10.0,21.0232671,105.7946587
môi giới,1.0,45.0,chung cư mini,full,8.0,21.0161952,105.7802602
môi giới,2.0,70.0,chung cư thường,full,7.5,21.0174168,105.7820991
môi giới,3.0,108.0,chung cư thường,unk,9.0,20.9863264,105.7957238
môi giới,2.0,75.0,chung cư thường,unk,7.0,20.9882537,105.7988373
môi giới,2.0,45.0,chung cư tập thể,unk,6.0,21.0099705,105.8311716
môi giới,3.0,128.0,chung cư thường,cơ bản,15.0,21.0042496,105.8033839
môi giới,2.0,50.0,chung cư thường,unk,7.0,21.0089749,105.8345134
môi giới,3.0,100.0,chung cư thường,unk,15.0,21.0181378,105.7932507
môi giới,2.0,66.0,chung cư thường,full,10.0,21.0481244,105.919172
môi giới,2.0,66.0,chung cư thường,full,11.0,21.0435239,105.9068002
môi giới,2.0,66.0,chung cư thường,cơ bản,9.0,21.0482063,105.9244585
môi giới,1.0,41.0,chung cư thường,full,8.0,21.0481244,105.919172
môi giới,2.0,80.0,chung cư thường,full,12.0,21.0403616,105.8652696
môi giới,2.0,66.0,chung cư thường,full,14.0,21.0383592,105.9339701
môi giới,2.0,85.0,chung cư thường,full,11.0,21.0403616,105.8652696
môi giới,2.0,66.0,chung cư thường,full,11.0,21.0481244,105.919172
môi giới,2.0,85.0,chung cư thường,full,12.0,21.0403616,105.8652696
môi giới,2.0,80.0,chung cư thường,full,13.0,21.0403616,105.8652696
môi giới,2.0,70.0,chung cư tập thể,full,5.0,21.0290155,105.8395533
môi giới,2.0,65.0,chung cư thường,full,7.5,21.020345,105.8122379
môi giới,3.0,115.0,chung cư thường,unk,9.5,21.0042496,105.8033839
môi giới,2.0,72.0,chung cư thường,unk,7.5,21.0460553,105.7903119
môi giới,2.0,75.0,chung cư thường,full,8.6,21.0161952,105.7802602
cá nhân,3.0,85.0,chung cư thường,full,9.0,21.0161952,105.7802602
môi giới,2.0,70.0,chung cư thường,full,10.0,21.0713471,105.7932944
môi giới,2.0,55.0,chung cư tập thể,unk,6.0,21.0434546,105.7907354
môi giới,1.0,45.0,chung cư thường,full,8.0,21.0462783,105.7955725
môi giới,2.0,93.0,chung cư thường,unk,8.0,21.0333694,105.7697198
môi giới,3.0,105.0,chung cư thường,unk,9.0,21.0344536,105.7658695
môi giới,2.0,80.0,chung cư thường,full,8.5,21.0359376,105.7915324
môi giới,2.0,50.0,chung cư tập thể,unk,6.5,21.0270609,105.8194896
môi giới,3.0,83.0,chung cư thường,unk,7.5,21.0452041,105.7516477
môi giới,2.0,50.0,chung cư thường,unk,7.5,21.0089749,105.8345134
môi giới,2.0,90.0,chung cư tập thể,unk,8.5,21.0170333,105.8128651
môi giới,2.0,80.0,chung cư thường,full,8.5,21.0333475,105.7698529
môi giới,2.0,60.0,chung cư tập thể,full,7.0,21.0295218,105.8273528
môi giới,4.0,126.0,chung cư thường,unk,9.0,21.0174168,105.7820991
môi giới,2.0,100.0,chung cư thường,unk,8.0,21.0897445,105.8042037
môi giới,2.0,65.0,chung cư tập thể,unk,6.0,20.9984988,105.8376899
môi giới,2.0,60.0,chung cư tập thể,unk,6.0,21.0201687,105.8122505
môi giới,3.0,94.0,chung cư thường,unk,7.0,21.0586359,105.7831992
môi giới,2.0,60.0,chung cư thường,unk,9.0,21.0141303,105.7905384
môi giới,2.0,70.0,chung cư thường,unk,9.5,21.0081496,105.8011438
môi giới,3.0,82.0,chung cư thường,full,11.0,20.9996153,105.8081224
môi giới,2.0,70.0,chung cư tập thể,full,8.0,21.0278358,105.8247636
môi giới,2.0,45.0,chung cư tập thể,unk,5.5,21.0041497,105.8249427
môi giới,2.0,60.0,chung cư tập thể,unk,5.5,21.021683,105.8150866
môi giới,2.0,48.0,chung cư thường,full,7.5,21.0462783,105.7955725
môi giới,2.0,75.0,chung cư thường,full,9.5,21.0483269,105.7956063
môi giới,3.0,81.0,chung cư thường,full,11.5,20.9996153,105.8081224
môi giới,2.0,60.0,chung cư thường,full,6.0,21.0586359,105.7831992
môi giới,2.0,60.0,chung cư tập thể,full,6.0,21.034394,105.8316752
môi giới,2.0,60.0,chung cư thường,unk,7.0,21.0042496,105.8033839
môi giới,2.0,55.0,chung cư thường,unk,8.0,21.017032,105.7982605
môi giới,2.0,70.0,chung cư thường,unk,7.0,21.0586359,105.7831992
môi giới,2.0,60.0,chung cư thường,full,8.0,21.038031,105.7949789
môi giới,2.0,83.0,chung cư thường,unk,7.0,21.0344536,105.7658695
môi giới,2.0,60.0,chung cư tập thể,full,7.0,21.0051976,105.8355164
môi giới,2.0,70.0,chung cư thường,unk,8.0,21.0270609,105.8194896
môi giới,2.0,85.0,chung cư tập thể,full,6.0,21.0084004,105.8337772
môi giới,2.0,50.0,chung cư thường,unk,6.0,20.9973921,105.804033
môi giới,2.0,55.0,chung cư thường,full,8.5,21.017032,105.7982605
môi giới,3.0,80.0,chung cư tập thể,full,9.0,21.0151985,105.8169721
môi giới,3.0,100.0,chung cư thường,unk,11.0,21.0030893,105.8203923
môi giới,2.0,92.0,chung cư thường,full,9.0,21.0232492,105.7899901
môi giới,2.0,72.0,chung cư thường,full,13.0,21.0379429,105.8770127
môi giới,2.0,80.0,chung cư thường,cơ bản,7.0,21.0698126,105.9022366
môi giới,2.0,54.0,chung cư thường,full,7.0,21.0383592,105.9339701
môi giới,2.0,75.0,chung cư thường,full,9.0,21.0543096,105.8771757
môi giới,2.0,60.0,chung cư thường,full,7.0,21.0543096,105.8771757
môi giới,2.0,70.0,chung cư thường,full,10.0,21.0698126,105.9022366
môi giới,3.0,144.0,chung cư thường,unk,15.0,21.0124135,105.8111434
môi giới,3.0,156.0,chung cư thường,unk,15.0,21.0302452,105.7741174
môi giới,1.0,40.0,chung cư studio,full,6.5,21.0379429,105.8770127
môi giới,2.0,68.0,chung cư thường,full,7.0,21.0383592,105.9339701
môi giới,3.0,70.0,chung cư thường,full,7.0,21.0596756,105.8040796
môi giới,3.0,75.0,chung cư thường,unk,10.0,21.0247103,105.8054051
môi giới,3.0,115.0,chung cư thường,full,7.0,21.0698126,105.9022366
môi giới,2.0,45.0,chung cư tập thể,unk,5.5,21.0153717,105.8128851
môi giới,2.0,79.0,chung cư thường,full,7.8,21.0045683,105.8034641
môi giới,3.0,103.0,chung cư thường,unk,9.0,21.0396186,105.7672124
môi giới,2.0,70.0,chung cư thường,full,11.0,20.9973921,105.804033
môi giới,2.0,50.0,chung cư thường,full,10.0,21.0180002,105.7821755
môi giới,1.0,50.0,chung cư thường,unk,8.0,21.0061413,105.8039336
môi giới,2.0,70.0,chung cư thường,full,10.0,21.0698126,105.9022366
môi giới,2.0,60.0,chung cư thường,full,6.5,21.0383592,105.9339701
môi giới,2.0,65.0,chung cư thường,full,10.0,21.0435239,105.9068002
môi giới,3.0,200.0,chung cư thường,unk,18.0,21.068214,105.9080803
môi giới,2.0,70.0,chung cư thường,full,7.5,21.0552203,105.905288
môi giới,2.0,70.0,chung cư thường,full,7.0,21.0435239,105.9068002
môi giới,2.0,64.0,chung cư thường,full,6.0,21.0383592,105.9339701
môi giới,2.0,65.0,chung cư thường,full,5.5,21.0383592,105.9339701
môi giới,2.0,65.0,chung cư thường,full,7.5,21.0674567,105.9200531
môi giới,2.0,75.0,chung cư thường,full,6.0,21.0617106,105.8944872
môi giới,2.0,55.0,chung cư thường,full,5.5,21.0383592,105.9339701
môi giới,2.0,54.0,chung cư thường,full,6.0,21.0383592,105.9339701
môi giới,2.0,95.0,chung cư thường,full,13.0,21.0216845,105.8953979
môi giới,3.0,145.0,chung cư thường,unk,19.0,21.0153717,105.8128851
môi giới,2.0,50.0,chung cư thường,unk,9.0,21.0042496,105.8033839
môi giới,3.0,130.0,chung cư thường,cơ bản,10.0,21.0344536,105.7658695
môi giới,2.0,112.0,chung cư thường,full,14.5,21.0042496,105.8033839
môi giới,3.0,133.0,chung cư thường,unk,12.0,21.0331019,105.7788219
môi giới,4.0,198.0,chung cư thường,unk,12.0,21.0310836,105.7745675
môi giới,2.0,62.0,chung cư thường,full,9.5,21.0333694,105.7697198
môi giới,2.0,98.0,chung cư thường,cơ bản,11.0,21.0181378,105.7932507
môi giới,2.0,70.0,chung cư thường,full,9.5,21.0164931,105.822814
môi giới,2.0,75.0,chung cư thường,full cao cấp,15.0,21.0274906,105.8092028
môi giới,2.0,65.0,chung cư thường,full,8.5,21.0053418,105.8045546
môi giới,2.0,70.0,chung cư thường,unk,9.0,21.0221606,105.771796
môi giới,1.0,45.0,chung cư thường,full,12.0,21.0274906,105.8092028
môi giới,2.0,72.0,chung cư thường,unk,8.0,20.989171,105.7835348
môi giới,2.0,94.0,chung cư thường,unk,12.0,21.017032,105.7982605
môi giới,4.0,120.0,chung cư thường,cơ bản,11.0,21.0042496,105.8033839
môi giới,2.0,80.0,chung cư thường,unk,10.5,21.0232671,105.7946587
môi giới,1.0,50.0,chung cư thường,unk,8.5,21.0061413,105.8039336
môi giới,2.0,105.0,chung cư thường,cơ bản,13.5,21.0057491,105.8225012
môi giới,3.0,90.0,chung cư thường,full,13.5,20.9985157,105.8031584
môi giới,3.0,86.0,chung cư thường,full,13.5,21.0319529,105.7995321
môi giới,2.0,105.0,chung cư thường,full cao cấp,15.0,21.0153717,105.8128851
môi giới,3.0,100.0,chung cư thường,unk,10.0,21.0396186,105.7672124
môi giới,2.0,70.0,chung cư thường,full cao cấp,11.0,21.0181378,105.7932507
môi giới,3.0,120.0,chung cư thường,unk,10.0,21.038031,105.7949789
môi giới,1.0,55.0,chung cư thường,full,9.0,21.0042496,105.8033839
môi giới,2.0,80.0,chung cư thường,unk,12.0,21.0042496,105.8033839
môi giới,3.0,120.0,chung cư thường,unk,15.0,21.0070457,105.8029953
môi giới,2.0,70.0,chung cư thường,cơ bản,10.0,21.0093127,105.8194215
môi giới,2.0,60.0,chung cư thường,full,10.5,21.0165579,105.788647
môi giới,3.0,156.0,chung cư thường,unk,15.0,21.0314592,105.7741762
môi giới,3.0,110.0,chung cư thường,full,12.0,21.0295683,105.7918811
môi giới,2.0,85.0,chung cư thường,cơ bản,8.0,20.9973921,105.804033
môi giới,2.0,67.0,chung cư thường,full,8.0,21.0099881,105.8046452
môi giới,2.0,70.0,chung cư thường,full,10.0,21.0042496,105.8033839
môi giới,2.0,82.0,chung cư thường,cơ bản,8.5,21.01461,105.8173285
môi giới,3.0,105.0,chung cư thường,full,12.0,21.0306461,105.7692892
môi giới,2.0,108.0,chung cư thường,full cao cấp,14.0,21.0007314,105.8160439
môi giới,3.0,139.0,chung cư thường,unk,21.0,21.0124135,105.8111434
cá nhân,2.0,65.0,chung cư thường,full,9.0,21.0053418,105.8045546
cá nhân,2.0,54.0,chung cư thường,unk,6.0,20.9725489,105.8195447
môi giới,3.0,85.0,chung cư thường,cơ bản,8.5,20.9979677,105.8411428
môi giới,2.0,98.0,chung cư thường,full,12.0,21.0176353,105.8556819
môi giới,2.0,52.0,chung cư mini,full,8.0,21.0107623,105.8457915
môi giới,1.0,60.0,chung cư tập thể,unk,6.5,21.0211512,105.8580703
môi giới,2.0,65.0,chung cư thường,unk,11.0,21.0211512,105.8580703
môi giới,2.0,67.0,chung cư thường,unk,7.5,21.0462329,105.7902764
cá nhân,1.0,67.0,chung cư thường,unk,5.0,21.0016209,105.8460739
cá nhân,3.0,107.0,chung cư thường,full,12.5,20.9973921,105.804033
môi giới,3.0,107.0,chung cư thường,full,28.0,21.0174168,105.7820991
môi giới,1.0,30.0,chung cư thường,unk,3.9,20.9838511,105.814854
môi giới,1.0,28.0,chung cư mini,full,4.5,20.9838511,105.814854
cá nhân,3.0,92.0,chung cư thường,full,10.5,20.9837013,105.8084479
môi giới,3.0,105.0,chung cư thường,full,10.5,21.0175017,105.7906912
môi giới,3.0,124.0,chung cư thường,full,13.0,20.9898009,105.7615252
môi giới,2.0,54.0,chung cư thường,full,8.0,21.0173636,105.7983577
môi giới,1.0,28.0,chung cư thường,full,7.5,21.0032299,105.7786142
môi giới,2.0,132.0,chung cư thường,full,12.0,21.0055003,105.823751
môi giới,2.0,82.0,chung cư thường,full,10.0,21.0232492,105.7899901
môi giới,3.0,90.0,chung cư thường,full,10.0,21.0151985,105.8169721
môi giới,2.0,91.0,chung cư thường,cơ bản,8.0,20.9936291,105.8059224
môi giới,3.0,95.0,chung cư thường,full cao cấp,9.0,21.07043,105.8091699
môi giới,3.0,103.0,chung cư thường,full cao cấp,8.0,21.07043,105.8091699
môi giới,2.0,67.0,chung cư thường,unk,7.0,21.0383592,105.9339701
môi giới,2.0,88.0,chung cư thường,full,10.0,21.07043,105.8091699
môi giới,3.0,107.0,chung cư thường,cơ bản,9.5,21.07043,105.8091699
môi giới,2.0,88.0,chung cư thường,cơ bản,6.0,21.07043,105.8091699
môi giới,2.0,89.0,chung cư thường,full cao cấp,7.5,21.07043,105.8091699
môi giới,3.0,71.0,chung cư thường,unk,4.0,21.0383592,105.9339701
môi giới,3.0,150.0,chung cư thường,cơ bản,13.0,21.0070457,105.8029953
môi giới,3.0,105.0,chung cư thường,full,20.0,20.9849911,105.7863219
cá nhân,2.0,78.0,chung cư thường,nguyên bản,5.0,20.9528073,105.7850022
môi giới,2.0,55.0,chung cư tập thể,unk,7.0,21.0236789,105.8528282
môi giới,1.0,40.0,chung cư thường,full,8.0,21.0164338,105.8503476
môi giới,2.0,83.0,chung cư thường,full,14.0,21.0168656,105.8535492
cá nhân,1.0,35.0,chung cư mini,unk,3.2,20.9845891,105.7995813
cá nhân,1.0,35.0,chung cư thường,unk,4.7,21.0254017,105.8151439
môi giới,3.0,104.0,chung cư thường,nguyên bản,9.0,21.0396186,105.7672124
môi giới,2.0,80.0,chung cư thường,full,11.0,21.0396186,105.7672124
môi giới,2.0,61.0,chung cư thường,full,9.0,21.0306915,105.7592122
môi giới,3.0,124.0,chung cư thường,cơ bản,8.5,21.029268,105.7637742
môi giới,3.0,100.0,chung cư thường,full,14.0,21.0221606,105.771796
môi giới,4.0,210.0,chung cư thường,full,20.0,21.0347417,105.7946177
môi giới,1.0,50.0,chung cư thường,full,10.0,21.0053323,105.8063038
môi giới,2.0,55.0,chung cư mini,full,6.5,21.0408037,105.8072058
môi giới,2.0,85.0,chung cư thường,full,9.0,20.9960032,105.8051102
môi giới,3.0,120.0,chung cư thường,full,11.0,21.0042496,105.8033839
môi giới,3.0,100.0,chung cư thường,full cao cấp,15.0,21.00234,105.822739
môi giới,1.0,55.0,chung cư thường,cơ bản,16.0,21.0348595,105.8141904
môi giới,2.0,80.0,chung cư thường,full,12.0,20.9968524,105.8034491
môi giới,3.0,88.0,chung cư thường,nguyên bản,11.0,21.0146623,105.796719
môi giới,3.0,121.0,chung cư thường,cơ bản,12.0,20.9973213,105.8046722
môi giới,2.0,75.0,chung cư thường,full,12.0,21.0310836,105.7745675
môi giới,2.0,80.0,chung cư thường,full,13.5,21.0333475,105.7698529
môi giới,2.0,83.0,chung cư thường,full,10.5,21.0396186,105.7672124
môi giới,2.0,55.0,chung cư thường,full,9.0,21.0314592,105.7741762
môi giới,4.0,186.0,chung cư thường,full,15.0,21.0310836,105.7745675
môi giới,3.0,115.0,chung cư thường,full,12.5,21.0232492,105.7899901
môi giới,3.0,100.0,chung cư thường,full,12.5,21.0396186,105.7672124
môi giới,3.0,82.0,chung cư thường,full,11.0,21.0310836,105.7745675
môi giới,2.0,90.0,chung cư thường,full,10.5,20.9973921,105.804033
môi giới,3.0,120.0,chung cư thường,full,19.0,21.0333694,105.7697198
môi giới,3.0,86.0,chung cư thường,full,12.5,21.0333694,105.7697198
môi giới,3.0,115.0,chung cư thường,full,13.0,21.0306461,105.7692892
môi giới,2.0,80.0,chung cư thường,full,12.0,21.0333694,105.7697198
môi giới,2.0,80.0,chung cư mini,full,9.0,21.0333694,105.7697198
môi giới,2.0,90.0,chung cư thường,full,10.0,20.9973921,105.804033
môi giới,3.0,90.0,chung cư thường,full,8.0,21.029268,105.7637742
môi giới,2.0,140.0,chung cư thường,full,14.0,21.0310836,105.7745675
môi giới,2.0,75.0,chung cư thường,full,10.0,21.0310836,105.7745675
môi giới,1.0,60.0,chung cư thường,full,11.0,21.0333694,105.7697198
môi giới,2.0,84.0,chung cư thường,full,10.5,21.0396186,105.7672124
môi giới,2.0,105.0,chung cư thường,full,12.5,21.0141788,105.7775527
môi giới,2.0,70.0,chung cư thường,full,10.5,21.0180002,105.7821755
môi giới,2.0,84.0,chung cư thường,full,10.0,21.0396186,105.7672124
môi giới,2.0,84.0,chung cư thường,full,10.0,21.0396186,105.7672124
môi giới,2.0,80.0,chung cư thường,cơ bản,7.0,21.0333475,105.7698529
môi giới,2.0,70.0,chung cư thường,full,11.0,21.0333475,105.7698529
môi giới,2.0,60.0,chung cư thường,full,10.5,21.0180002,105.7821755
môi giới,2.0,65.0,chung cư thường,full,10.0,21.0333694,105.7697198
môi giới,2.0,80.0,chung cư thường,full,11.5,21.0080651,105.7687044
môi giới,2.0,86.0,chung cư thường,full cao cấp,10.0,21.0333694,105.7697198
môi giới,2.0,140.0,chung cư thường,full,18.0,21.0396186,105.7672124
môi giới,3.0,133.0,chung cư thường,full,9.0,21.0237785,105.7670494
môi giới,3.0,105.0,chung cư thường,full,12.0,21.0141788,105.7775527
môi giới,2.0,80.0,chung cư thường,full,10.0,21.0310836,105.7745675
môi giới,3.0,83.0,chung cư thường,cơ bản,11.0,21.0306915,105.7592122
môi giới,3.0,133.0,chung cư thường,cơ bản,8.5,21.0306461,105.7692892
môi giới,2.0,73.0,chung cư thường,full,11.5,21.0339527,105.7850022
môi giới,3.0,134.0,chung cư thường,full,27.0,21.0363306,105.7903552
môi giới,2.0,55.0,chung cư thường,full,9.0,21.0314592,105.7741762
môi giới,2.0,70.0,chung cư thường,full,11.0,21.0349188,105.7643975
môi giới,3.0,116.0,chung cư thường,full,22.0,21.0171556,105.7881496
môi giới,2.0,62.0,chung cư thường,full,10.5,21.0333694,105.7697198
môi giới,2.0,80.0,chung cư thường,full,17.0,21.0174168,105.7820991
môi giới,2.0,65.0,chung cư thường,cơ bản,9.0,21.029268,105.7637742
môi giới,2.0,80.0,chung cư thường,full,11.0,21.0333475,105.7698529
môi giới,2.0,105.0,chung cư thường,full,9.0,21.0306461,105.7692892
môi giới,2.0,67.0,chung cư thường,cơ bản,9.0,21.0333694,105.7697198
môi giới,2.0,80.0,chung cư thường,full,15.0,21.0333475,105.7698529
môi giới,3.0,120.0,chung cư thường,full,25.0,21.04272,105.8241554
môi giới,3.0,75.0,chung cư thường,full,11.0,21.0174168,105.7820991
môi giới,2.0,67.0,chung cư thường,full,11.5,21.0333475,105.7698529
